name,title,male,culture,mother,father,heir,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,isACommander,inHouseOfWarLead,houseSworeAllegiance,inHouseOfAllegnc
Dake,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,1,0,0,0,0
Dale Drumm,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,1,0,0,1,0
Dalla (Dragonstone),unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,1,0
Damon Lannister (lord),Casterly Rock,1,Westerman,unknown,unknown,unknown,Cerissa Brax,0,0,0,0,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.0,0,0,1,1,1
Dan,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0033444816053511,1,0,0,0,0
Damon Lannister (son of Jason),unknown,1,unknown,unknown,unknown,unknown,Ella Lannister,0,0,0,0,0,-1.0,-1.0,-1.0,1.0,1,0,61.0,0,0,0,0.060200668896321,1,0,1,1,1
Darla Deddings,Lady,0,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,0,0,0
Danos Slynt,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Daughter of the Dusk,unknown,0,Braavosi,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Del,unknown,0,Free Folk,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,16.0,0,0,0,0.0133779264214046,0,0,0,0,0
Denestan,Maester,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,0,0,0
Denyo Terys,unknown,1,Braavosi,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,18.0,0,0,0,0.0167224080267558,1,0,0,0,0
Dennis Plumm,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0267558528428093,1,0,0,0,0
Denys Drumm,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Denys Redwyne,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0735785953177257,1,0,0,1,0
Denyse Hightower,unknown,0,unknown,unknown,unknown,unknown,Desmond Redwyne,0,0,0,1,0,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.0735785953177257,1,0,0,1,0
Dhazzar,Cupbearer,0,Ghiscari,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Dick Follard,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0301003344481605,0,0,0,1,0
Dickon Manwoody,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0267558528428093,1,0,0,1,0
Dobber,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0267558528428093,0,0,0,0,0
Donnel Drumm,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Donel Greyjoy,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.060200668896321,1,0,1,1,1
Donella Hornwood,Hornwood,0,Northmen,unknown,unknown,unknown,Halys Hornwood,0,1,0,0,1,-1.0,-1.0,-1.0,0.0,1,1,50.0,0,0,0,0.0969899665551839,0,0,0,1,0
Donnel Hill,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0434782608695652,1,0,0,1,0
Donnis,unknown,0,Northmen,unknown,unknown,unknown,unknown,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,1,1,1
Donyse,Septa,0,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,0,0,0
Dorcas,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,1,1,1
Dornish Dilly,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0033444816053511,0,0,0,1,0
Dorren Stark,unknown,1,Northmen,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Draqaz,Cupbearer,0,Ghiscari,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Drennan,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,0,0,1,1,1
Dudley,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0,1,0,0,0,0
Dryn,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Dunaver,Ser,0,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0066889632107023,1,0,1,1,1
Durran,unknown,1,First Men,unknown,unknown,Durran the Devout,unknown,0,0,0,0,0,-1.0,-1.0,1.0,-1.0,0,0,37.0,0,0,0,0.0434782608695652,1,0,0,0,0
Dyah,unknown,0,Free Folk,unknown,unknown,unknown,Craster,0,0,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Dykk Harlaw,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,0,0,0,1,0
Easy,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0033444816053511,0,0,0,1,0
Duncan Targaryen,Prince of Dragonstone,1,unknown,unknown,unknown,unknown,Jenny of Oldstones,0,0,1,1,1,-1.0,-1.0,-1.0,1.0,1,1,39.0,6,1,0,0.140468227424749,0,0,0,1,1
Edgerran Oakheart,Lord,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0066889632107023,1,0,0,1,0
Eden Risley,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0033444816053511,1,0,0,0,0
Edmund Ambrose,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,1,0
Edwyn Osgrey,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.020066889632107,0,0,0,0,0
Eggon,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Eglantine,Septa,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Egon Emeros,unknown,0,Qartheen,unknown,unknown,unknown,unknown,0,1,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Eldiss,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Eldred Codd,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Elaena Targaryen,Princess,0,Valyrian,unknown,unknown,unknown,Ossifer Plumm,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,1,1,70.0,7,1,0,0.137123745819397,0,0,0,1,1
Elys Westerling,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Elyas Willum,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Elza,unknown,0,Meereenese,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,0,0,0,0,0
Emma,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,45.0,0,0,0,0.0167224080267558,1,0,0,0,0
Elys Waynwood,Ser,0,unknown,unknown,unknown,unknown,Alys Arryn,0,0,0,1,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.0702341137123745,1,0,0,1,0
Emrick,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0434782608695652,1,0,0,1,0
Endehar,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,0,0,0
Emphyria Vance,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Enger,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,1,1,1
Erik Ironmaker,Lord Steward of the Iron Islands,1,Ironborn,unknown,unknown,unknown,Asha Greyjoy,0,0,0,1,1,-1.0,-1.0,-1.0,1.0,1,1,94.0,0,0,0,0.0501672240802675,1,0,0,1,0
Erreck,Maester,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0033444816053511,1,0,0,0,0
Erreg,King,0,Andal,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Errok,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Erryk (guard),unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,1,1,1
Esgred,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,0,0,0
Eustace (Braavos),Septon,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,1,0,0,0,0
Eustace (Dance of the Dragons),Septon,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0367892976588628,1,0,0,0,0
Ezzara,Blue Grace,0,Ghiscari,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Euron Greyjoy,unknown,1,Ironborn,Lady of House Sunderly,Quellon Greyjoy,unknown,unknown,0,0,0,0,0,1.0,0.0,-1.0,-1.0,0,0,37.0,4,1,1,0.739130434782608,1,1,0,0,0
Ezzelyno,Red Priest,0,Braavosi,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Fern,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Ferny,unknown,0,Free Folk,unknown,unknown,unknown,Craster,0,0,1,1,0,-1.0,-1.0,-1.0,0.0,1,0,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Ferret,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0033444816053511,1,0,0,0,0
Fogo,Khalakka,1,Dothraki,unknown,unknown,unknown,unknown,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.020066889632107,0,0,0,0,0
Fornio,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,1,0,0,1,0
Fralegg,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Frenya,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0434782608695652,0,0,0,0,0
Frynne,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,0,0,0
Gage,unknown,0,unknown,unknown,unknown,unknown,unknown,1,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0334448160535117,1,0,1,1,1
Galladon of Morne,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0,1,0,0,0,0
Gallard,Archmaester,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,0,0,0
Galt,unknown,0,Vale mountain clans,unknown,unknown,unknown,unknown,0,1,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0033444816053511,1,0,0,1,0
Galtry the Green,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Galyeon of Cuy,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Gareth the Grey,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0033444816053511,1,0,0,0,0
Garigus,Wisdom,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.020066889632107,1,0,0,1,0
Garizon,Archmaester,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Gariss,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,1,1,1
Garrett Paege,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Garth XII Gardener,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Garth of Oldtown,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,0,0,0,1,0
Gascoyne,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,1,1
Gavin,unknown,0,Free Folk,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Gelmarr,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0267558528428093,0,0,1,1,1
Gerren,unknown,0,unknown,unknown,unknown,unknown,unknown,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Gerold Lannister,Casterly Rock,1,Westerman,unknown,unknown,unknown,Alysanne Farman,0,0,0,0,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.0869565217391304,0,0,1,1,1
Ghael,Lord,1,Astapori,unknown,unknown,unknown,unknown,0,0,1,0,1,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0234113712374581,1,0,0,0,0
Gillam,Brother,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,0,0,0
Gladden Wylde,Ser,1,unknown,unknown,unknown,unknown,unknown,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,0,0,0,1,0
Glendon Flowers,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,100.0,0,0,0,0.0802675585284281,0,0,0,0,0
Goady,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Godwyn,unknown,1,unknown,unknown,unknown,unknown,unknown,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,1,1,1
Gormond Drumm,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,1,0
Gowen Baratheon,unknown,1,unknown,unknown,unknown,unknown,Tya Lannister,1,0,0,0,0,-1.0,-1.0,-1.0,1.0,1,0,37.0,0,0,0,0.0167224080267558,1,0,1,1,1
Grance Morrigen,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0100334448160535,1,0,0,1,0
Grazdan,Good Master,1,Astapori,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,0,0,0,0,0
Grazdan zo Galare,unknown,1,Meereenese,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,0,0,0
Green Gergen,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0,1,0,0,0,0
Great Walrus,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Gretchel,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,1
Grey King,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0769230769230769,1,0,0,0,0
Griffin King,unknown,1,First Men,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,0,0,0
Grigg,unknown,0,Free Folk,unknown,unknown,unknown,unknown,0,0,1,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Grisel,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0033444816053511,1,0,0,1,0
Grisella,unknown,0,Free Folk,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,1,0,0,0,0
Gulian,Maester,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0033444816053511,1,0,0,0,0
Gulian Qorgyle,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Gurn,unknown,0,Vale mountain clans,unknown,unknown,unknown,unknown,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0033444816053511,1,0,0,1,0
Guyne,Archmaester,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0066889632107023,1,0,0,0,0
Gwayne Corbray,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0434782608695652,1,0,0,1,0
Gwayne Gaunt,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0367892976588628,1,0,0,0,0
Gwin Goodbrother,unknown,0,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0267558528428093,1,0,0,1,0
Gyles,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0033444816053511,1,0,0,0,0
Gyleno Dothare,unknown,1,Braavosi,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Gyles Farwynd,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0100334448160535,1,0,0,1,0
Gwynesse Harlaw,unknown,0,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0568561872909698,1,0,0,1,0
Gyles Grafton,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,1,0
Gyloro Dothare,unknown,1,Braavosi,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Gyles III Gardener,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,0,0,0
Gynir,unknown,1,unknown,unknown,unknown,unknown,unknown,0,1,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0267558528428093,0,0,1,1,1
Haggon,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,1,0,0,0,0
Gysella Goodbrother,unknown,0,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0267558528428093,1,0,0,1,0
Hali,unknown,0,Free Folk,unknown,unknown,unknown,unknown,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,0,0,0,0,0
Haldon,unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.127090301003344,1,0,0,1,1
Harbert Paege,Ser,0,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0133779264214046,1,0,0,1,0
Hamish the Harper,unknown,0,unknown,unknown,unknown,unknown,unknown,0,0,1,1,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.020066889632107,0,0,0,0,0
Halys Hornwood,Hornwood,1,Northmen,unknown,unknown,unknown,Donella Manderly,1,1,0,1,0,-1.0,-1.0,-1.0,1.0,1,1,37.0,0,0,0,0.107023411371237,0,1,0,1,0
Harghaz,unknown,1,Ghiscari,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0234113712374581,0,0,0,0,0
Hareth (Mole's Town),unknown,1,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0501672240802675,1,0,0,1,0
Harlan Grandison,Ser,1,unknown,unknown,unknown,unknown,unknown,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,1,37.0,0,0,0,0.0167224080267558,0,0,0,0,0
Harle the Handsome,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0133779264214046,1,0,0,0,0
Harle the Huntsman,unknown,1,Free Folk,unknown,unknown,unknown,unknown,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0167224080267558,1,0,0,0,0
Harlon Botley,unknown,1,Ironborn,unknown,unknown,unknown,unknown,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,0,0,37.0,0,0,0,0.0468227424749163,1,0,0,1,0
